id,created_at,updated_at,observed_on,observed_on_time,iconic_taxon,taxon_id,taxon_rank,taxon_name,latitude,longitude,obscured,place_name,quality_grade,user_id,user_login,license_obs,identifications_count,identifiers,num_identification_agreements,num_identification_disagreements,device,kingdom,phylum,class,order,family,genus
558905,2025-09-01,2025-09-02,2025-09-01,20:08:00,actinopterygii,68960,species,Sparus aurata,41.1666842173,1.474571228,False,Spain,research,918,davidtsh,cc0,2,"badosa, mjvergotti, davidtsh",2,0,app,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Sparus
558904,2025-09-01,2025-09-02,2025-09-01,20:08:00,actinopterygii,48596,species,Lithognathus mormyrus,41.1666193518,1.4752867073,False,Spain,research,918,davidtsh,cc0,2,"badosa, mjvergotti, davidtsh",2,0,app,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Lithognathus
558903,2025-09-01,2025-09-02,2025-09-01,20:08:00,actinopterygii,34837,species,Dicentrarchus labrax,41.1665587768,1.4743667096,False,Spain,research,918,davidtsh,cc0,2,"badosa, xasalva, davidtsh",2,0,app,Animalia,Chordata,Teleostei,Perciformes,Moronidae,Dicentrarchus
558902,2025-09-01,2025-09-02,2025-09-01,20:08:00,actinopterygii,34837,species,Dicentrarchus labrax,41.1668747754,1.4756042138,False,Spain,research,918,davidtsh,cc0,2,"badosa, francesc_f, davidtsh",2,0,app,Animalia,Chordata,Teleostei,Perciformes,Moronidae,Dicentrarchus
558901,2025-09-01,2025-09-02,2025-09-01,20:08:00,actinopterygii,35213,species,Diplodus puntazzo,41.166866194,1.4752116054,False,Spain,research,918,davidtsh,cc0,2,"badosa, mjvergotti, davidtsh",2,0,app,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558900,2025-09-01,2025-09-02,2025-09-01,20:08:00,actinopterygii,61913,genus,Atherina,41.1664000198,1.4737809822,False,Spain,research,918,davidtsh,cc0,2,"xasalva, loreto_rodriguez, davidtsh",2,0,app,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,
558899,2025-09-01,2025-09-02,2025-09-01,20:08:00,actinopterygii,48596,species,Lithognathus mormyrus,41.166516122,1.4746456593,False,Spain,research,918,davidtsh,cc0,2,"badosa, mjvergotti, davidtsh",2,0,app,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Lithognathus
558898,2025-09-01,2025-09-02,2025-09-01,20:08:00,actinopterygii,34995,species,Umbrina cirrosa,41.1666781599,1.4768879861,False,Spain,research,918,davidtsh,cc0,2,"badosa, francesc_f, davidtsh",2,0,app,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Umbrina
558897,2025-09-01,2025-09-02,2025-09-01,20:07:00,cnidaria,242270,species,Cotylorhiza tuberculata,41.166388662,1.4737612009,False,Spain,research,918,davidtsh,cc0,2,"badosa, mjvergotti, davidtsh",2,0,app,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Cepheidae,Cotylorhiza
558894,2025-09-01,2025-09-01,2025-08-31,08:04:00,actinopterygii,250657,species,Sphyraena viridensis,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,4,"ferranlozan0, badosa, xasalva, mjvergotti",3,1,web,Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena
558893,2025-09-01,2025-09-01,2025-08-31,08:38:00,actinopterygii,246899,species,Boops boops,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Boops
558892,2025-09-01,2025-09-01,2025-08-31,08:00:00,actinopterygii,246069,species,Epinephelus marginatus,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus
558891,2025-09-01,2025-09-01,2025-08-31,08:42:00,actinopterygii,34840,species,Labrus merula,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, badosa, xasalva",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labrus
558890,2025-09-01,2025-09-01,2025-08-31,08:42:00,cnidaria,34827,species,Oculina patagonica,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"xasalva, mjvergotti",2,0,web,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Oculina
558889,2025-09-01,2025-09-01,2025-08-31,08:42:00,actinopterygii,35194,species,Thalassoma pavo,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,4,"ferranlozan0, badosa, dani_rhincodontypus24, xasalva",3,1,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Thalassoma
558888,2025-09-01,2025-09-01,2025-08-31,08:36:00,echinodermata,251875,species,Holothuria tubulosa,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, xasalva",1,0,web,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria
558887,2025-09-01,2025-09-02,2025-08-31,08:36:00,mollusca,242002,species,Pinna nobilis,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,4,"ferranlozan0, badosa, xasalva, mjvergotti, guillermoalvarez",3,1,web,Animalia,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna
558886,2025-09-01,2025-09-01,2025-08-31,08:34:00,actinopterygii,246069,species,Epinephelus marginatus,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus
558885,2025-09-01,2025-09-01,2025-08-31,08:33:00,actinopterygii,34798,species,Diplodus vulgaris,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558884,2025-09-01,2025-09-01,2025-08-31,08:33:00,cnidaria,35248,species,Leptogorgia sarmentosa,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, badosa, xasalva",2,0,web,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Leptogorgia
558883,2025-09-01,2025-09-01,2025-08-31,08:33:00,actinopterygii,246069,species,Epinephelus marginatus,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, badosa, dani_rhincodontypus24",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus
558882,2025-09-01,2025-09-01,2025-08-31,08:32:00,actinopterygii,12378,species,Apogon imberbis,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,4,"ferranlozan0, badosa, xasalva, mjvergotti",3,1,web,Animalia,Chordata,Teleostei,Gobiiformes,Apogonidae,Apogon
558881,2025-09-01,2025-09-01,2025-08-31,08:32:00,actinopterygii,34993,species,Sciaena umbra,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, dani_rhincodontypus24, badosa",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaena
558880,2025-09-01,2025-09-01,2025-08-31,08:32:00,actinopterygii,35027,species,Gobius cruentatus,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, badosa, xasalva",2,0,web,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Gobius
558879,2025-09-01,2025-09-01,2025-08-31,08:32:00,actinopterygii,35216,species,Symphodus tinca,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Symphodus
558878,2025-09-01,2025-09-01,2025-08-31,08:31:00,actinopterygii,35082,species,Pagrus pagrus,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,4,"ferranlozan0, dani_rhincodontypus24, badosa, dani_rhincodontypus24, xasalva",3,1,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Pagrus
558877,2025-09-01,2025-09-01,2025-08-31,08:31:00,echinodermata,35260,species,Echinaster sepositus,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster
558876,2025-09-01,2025-09-01,2025-08-31,08:30:00,actinopterygii,34993,species,Sciaena umbra,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaena
558875,2025-09-01,2025-09-02,2025-08-31,08:27:00,cnidaria,35248,species,Leptogorgia sarmentosa,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,4,"ferranlozan0, xasalva, mjvergotti, francesc_f",3,1,web,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Leptogorgia
558874,2025-09-01,2025-09-02,2025-08-31,08:27:00,cnidaria,35252,species,Eunicella gazella,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,4,"ferranlozan0, xasalva, francesc_f, guillermoalvarez",3,1,web,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella
558873,2025-09-01,2025-09-01,2025-08-31,08:26:00,actinopterygii,34798,species,Diplodus vulgaris,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558872,2025-09-01,2025-09-01,2025-08-31,08:26:00,actinopterygii,34993,species,Sciaena umbra,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaena
558871,2025-09-01,2025-09-02,2025-08-31,08:25:00,,35063,species,Dictyota dichotoma,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, xasalva, guillermoalvarez",2,0,web,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota
558870,2025-09-01,2025-09-01,2025-08-31,08:25:00,actinopterygii,35213,species,Diplodus puntazzo,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, badosa, dani_rhincodontypus24",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558869,2025-09-01,2025-09-01,2025-08-31,08:25:00,actinopterygii,34835,species,Coris julis,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Coris
558868,2025-09-01,2025-09-01,2025-08-31,08:21:00,actinopterygii,35225,species,Chromis chromis,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Chromis
558867,2025-09-01,2025-09-01,2025-08-31,08:21:00,annelida,244097,species,Protula tubularia,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,4,"ferranlozan0, badosa, xasalva, mjvergotti",3,1,web,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Protula
558866,2025-09-01,2025-09-01,2025-08-31,08:20:00,actinopterygii,34798,species,Diplodus vulgaris,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558865,2025-09-01,2025-09-01,2025-08-31,08:20:00,actinopterygii,35225,species,Chromis chromis,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, badosa",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Chromis
558864,2025-09-01,2025-09-01,2025-08-31,08:20:00,actinopterygii,12553,species,Diplodus sargus,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, badosa, badosa, badosa, xasalva",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558863,2025-09-01,2025-09-01,2025-08-31,08:19:00,actinopterygii,34993,species,Sciaena umbra,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaena
558862,2025-09-01,2025-09-01,2025-08-31,08:19:00,actinopterygii,34993,species,Sciaena umbra,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,1,"ferranlozan0, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaena
558861,2025-09-01,2025-09-01,2025-08-31,08:15:00,actinopterygii,12553,species,Diplodus sargus,41.0940973781,1.2349559727,False,dragonera,research,6877,ferranlozan0,cc-by,2,"ferranlozan0, badosa, dani_rhincodontypus24",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558837,2025-09-01,2025-09-01,2025-08-30,16:12:00,annelida,244097,species,Protula tubularia,41.1278925815,1.4695889709,False,"Creixell, Tarragonés, Tarragona, Cataluña, 43539, España",research,95,pepe_molero,cc-by-nc,2,"pepe_molero, xasalva, dani_rhincodontypus24",2,0,web,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Protula
558836,2025-09-01,2025-09-01,2025-08-30,16:10:00,actinopterygii,12378,species,Apogon imberbis,41.123492866,1.4771410637,False,"Creixell, Tarragonés, Tarragona, Cataluña, 43539, España",research,95,pepe_molero,cc-by-nc,2,"pepe_molero, xasalva, dani_rhincodontypus24",2,0,web,Animalia,Chordata,Teleostei,Gobiiformes,Apogonidae,Apogon
558835,2025-09-01,2025-09-01,2025-08-30,16:03:00,mollusca,35075,species,Octopus vulgaris,41.1299808411,1.4640999298,False,"Creixell, Tarragonés, Tarragona, Cataluña, 43539, España",research,95,pepe_molero,cc-by-nc,1,"pepe_molero, xasalva",1,0,web,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus
558834,2025-09-01,2025-09-01,2025-08-30,16:00:00,actinopterygii,34835,species,Coris julis,41.145912295,1.4586903517,False,"el Gorg de Creixell, la Masó, el Racó del Cèsar, Creixell, Tarragonés, Tarragona, Cataluña, 43539, España",research,95,pepe_molero,cc-by-nc,1,"pepe_molero, dani_rhincodontypus24",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Coris
558831,2025-09-01,2025-09-01,2025-08-30,15:57:00,plantae,251996,species,Tricleocarpa fragilis,41.1487263001,1.4557104725,False,Spain,research,95,pepe_molero,cc-by-nc,1,"pepe_molero, xasalva, pepe_molero",1,0,web,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Galaxauraceae,Tricleocarpa
558830,2025-09-01,2025-09-01,2025-08-30,15:46:00,actinopterygii,13765,species,Serranus scriba,41.1488143193,1.4556230556,False,"Creixell, Tarragonés, Tarragona, Cataluña, 43539, España",research,95,pepe_molero,cc-by-nc,1,"pepe_molero, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Serranus
558829,2025-09-01,2025-09-01,2025-08-23,15:43:00,actinopterygii,34805,species,Sarpa salpa,40.9263894566,0.848235167,False,"Cala Llobeta, Calafat, l'Ametlla de Mar, Bajo Ebro, Tarragona, Cataluña, 43860, España",research,95,pepe_molero,cc-by-nc,1,"pepe_molero, dani_rhincodontypus24, pepe_molero",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Sarpa
558828,2025-09-01,2025-09-01,2025-08-23,15:36:00,actinopterygii,35120,species,Gobius incognitus,40.9263284459,0.8482672597,False,"Cala Llobeta, Calafat, l'Ametlla de Mar, Bajo Ebro, Tarragona, Cataluña, 43860, España",research,95,pepe_molero,cc-by-nc,2,"pepe_molero, xasalva, badosa, pepe_molero",2,0,web,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Gobius
558826,2025-09-01,2025-09-01,2025-08-13,15:32:00,actinopterygii,35250,species,Parablennius pilicornis,40.9259637836,0.8483961124,False,"Cala Llobeta, Calafat, l'Ametlla de Mar, Bajo Ebro, Tarragona, Cataluña, 43860, España",research,95,pepe_molero,cc-by-nc,2,"pepe_molero, xasalva, badosa, pepe_molero",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Parablennius
558663,2025-09-01,2025-09-01,2025-08-31,16:31:00,actinopterygii,34805,species,Sarpa salpa,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,2,"cescgv, xasalva, dani_rhincodontypus24",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Sarpa
558662,2025-09-01,2025-09-01,2025-08-31,16:31:00,actinopterygii,246899,species,Boops boops,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Boops
558661,2025-09-01,2025-09-01,2025-08-31,08:20:00,cnidaria,34827,species,Oculina patagonica,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva, cescgv",1,0,web,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Oculina
558660,2025-09-01,2025-09-01,2025-08-31,08:27:00,actinopterygii,35216,species,Symphodus tinca,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Symphodus
558659,2025-09-01,2025-09-01,2025-08-31,08:06:00,animalia,244755,species,Pycnoclavella communis,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,2,"cescgv, xasalva, jaume-piera",2,0,web,Animalia,Chordata,Ascidiacea,Enterogona,Pycnoclavellidae,Pycnoclavella
558658,2025-09-01,2025-09-01,2025-08-31,08:07:00,actinopterygii,35213,species,Diplodus puntazzo,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558657,2025-09-01,2025-09-01,2025-08-31,08:10:00,actinopterygii,34870,species,Tripterygion melanurus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Tripterygion
558656,2025-09-01,2025-09-01,2025-08-31,08:10:00,actinopterygii,34983,species,Parablennius zvonimiri,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Parablennius
558655,2025-09-01,2025-09-01,2025-08-31,08:12:00,mollusca,35073,species,Caloria quatrefagesi,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,2,"cescgv, xasalva, dani_rhincodontypus24",2,0,web,Animalia,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Caloria
558654,2025-09-01,2025-09-01,2025-08-31,08:14:00,actinopterygii,251231,species,Spondyliosoma cantharus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Spondyliosoma
558653,2025-09-01,2025-09-01,2025-08-31,08:14:00,actinopterygii,240398,species,Symphodus mediterraneus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Symphodus
558652,2025-09-01,2025-09-01,2025-08-31,08:14:00,actinopterygii,35216,species,Symphodus tinca,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,2,"cescgv, xasalva, dani_rhincodontypus24",2,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Symphodus
558651,2025-09-01,2025-09-01,2025-08-31,08:15:00,,248096,species,Calcinus tubularis,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Calcinus
558650,2025-09-01,2025-09-01,2025-08-31,08:18:00,actinopterygii,240397,species,Symphodus ocellatus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Symphodus
558649,2025-09-01,2025-09-01,2025-08-31,07:56:00,actinopterygii,35012,species,Parablennius rouxi,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Blenniidae,Parablennius
558648,2025-09-01,2025-09-01,2025-08-31,07:55:00,,35084,species,Dardanus calidus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus
558647,2025-09-01,2025-09-01,2025-08-31,07:54:00,,252680,species,Pagurus anachoretus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus
558646,2025-09-01,2025-09-01,2025-08-31,07:54:00,platyhelminthes,244061,species,Prostheceraeus roseus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Platyhelminthes,,,,Prostheceraeus
558645,2025-09-01,2025-09-01,2025-08-31,07:53:00,actinopterygii,35082,species,Pagrus pagrus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Pagrus
558644,2025-09-01,2025-09-01,2025-08-31,07:53:00,actinopterygii,34871,species,Tripterygion delaisi,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Tripterygion
558643,2025-09-01,2025-09-01,2025-08-31,07:43:00,actinopterygii,34870,species,Tripterygion melanurus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Tripterygion
558642,2025-09-01,2025-09-01,2025-08-31,07:52:00,actinopterygii,251231,species,Spondyliosoma cantharus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Spondyliosoma
558641,2025-09-01,2025-09-01,2025-08-31,07:49:00,cnidaria,34827,species,Oculina patagonica,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva, cescgv",1,0,web,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Oculina
558640,2025-09-01,2025-09-01,2025-08-31,07:38:00,actinopterygii,34840,species,Labrus merula,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labrus
558639,2025-09-01,2025-09-01,2025-08-31,07:39:00,actinopterygii,12553,species,Diplodus sargus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus
558638,2025-09-01,2025-09-01,2025-08-31,07:39:00,actinopterygii,246069,species,Epinephelus marginatus,41.0891796719,1.2293931968,False,Tarragona,research,6118,cescgv,cc-by,1,"cescgv, xasalva",1,0,web,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus
